feature_chr,feature_start,feature_end,region_chr,region_start,region_end,gene_id,gene_name,feature_type,score
chr3L,9477802,9477835,chr3L,9475965,9477965,FBgn0011327,FBgn0011327,structure,129.89
chr3L,9477802,9477835,chr3L,9475965,9477965,FBgn0011327,FBgn0011327,structure,129.89
chr3L,9477802,9477835,chr3L,9476038,9478038,FBgn0036004,FBgn0036004,structure,129.89
chr3L,9740216,9740239,chr3L,9738611,9740611,FBgn0259163,FBgn0259163,structure,78.26
chr3L,13281684,13281717,chr3L,13281393,13283393,FBgn0262622,FBgn0262622,structure,141.14
chr3L,13281684,13281717,chr3L,13281393,13283393,FBgn0262622,FBgn0262622,structure,141.14
chr3L,15105721,15105743,chr3L,15104882,15106882,FBgn0266452,FBgn0266452,structure,138.52
chr3L,15105721,15105743,chr3L,15104882,15106882,FBgn0266441,FBgn0266441,structure,138.52
chr3L,15105721,15105743,chr3L,15104882,15106882,FBgn0266441,FBgn0266441,structure,138.52
chr3L,15457025,15457060,chr3L,15456491,15458491,FBgn0266944,FBgn0266944,structure,123.29
chr3L,15457025,15457060,chr3L,15456953,15458953,FBgn0266943,FBgn0266943,structure,123.29
chr3L,16176096,16176126,chr3L,16175810,16177810,FBgn0267318,FBgn0267318,structure,147.5
chr3L,17576883,17576913,chr3L,17575320,17577320,FBgn0000567,FBgn0000567,structure,135.0
chr3L,17576883,17576913,chr3L,17575626,17577626,FBgn0000567,FBgn0000567,structure,135.0
chr3L,17948374,17948398,chr3L,17946700,17948700,FBgn0266942,FBgn0266942,structure,83.33
chr3R,4242437,4242462,chr3R,4241717,4243717,FBgn0037222,FBgn0037222,structure,125.0
chr3R,4242437,4242462,chr3R,4241717,4243717,FBgn0037222,FBgn0037222,structure,125.0
chr3R,4242437,4242462,chr3R,4241717,4243717,FBgn0037222,FBgn0037222,structure,125.0
chr3R,4242437,4242462,chr3R,4242146,4244146,FBgn0085334,FBgn0085334,structure,125.0
chr3R,4320149,4320173,chr3R,4318683,4320683,FBgn0037234,FBgn0037234,structure,132.67
chr3R,4320149,4320173,chr3R,4318683,4320683,FBgn0037234,FBgn0037234,structure,132.67
chr3R,4320149,4320173,chr3R,4318683,4320683,FBgn0037234,FBgn0037234,structure,132.67
chr3R,4320149,4320173,chr3R,4318683,4320683,FBgn0037234,FBgn0037234,structure,132.67
chr3R,4451266,4451287,chr3R,4449843,4451843,FBgn0051522,FBgn0051522,structure,112.14
chr3R,4451266,4451287,chr3R,4449843,4451843,FBgn0051522,FBgn0051522,structure,112.14
chr3R,4471436,4471463,chr3R,4470603,4472603,FBgn0051523,FBgn0051523,structure,115.85
chr3R,4471436,4471463,chr3R,4470279,4472279,FBgn0051523,FBgn0051523,structure,115.85
chr3R,4986888,4986915,chr3R,4985120,4987120,FBgn0263343,FBgn0263343,structure,137.13
chr3R,5195334,5195354,chr3R,5194163,5196163,FBgn0263018,FBgn0263018,structure,121.25
chr3R,5367633,5367654,chr3R,5367306,5369306,FBgn0037315,FBgn0037315,structure,90.48
chr3R,5367633,5367654,chr3R,5367481,5369481,FBgn0264912,FBgn0264912,structure,90.48
chr3R,5369790,5369818,chr3R,5368540,5370540,FBgn0051542,FBgn0051542,structure,142.86
chr3R,5369790,5369818,chr3R,5368540,5370540,FBgn0051542,FBgn0051542,structure,142.86
chr3R,5369790,5369818,chr3R,5368540,5370540,FBgn0085306,FBgn0085306,structure,142.86
chr3R,5369790,5369818,chr3R,5369304,5371304,FBgn0085306,FBgn0085306,structure,142.86
chr3R,5563160,5563186,chr3R,5562652,5564652,FBgn0037339,FBgn0037339,structure,138.41
chr3R,5563160,5563186,chr3R,5562652,5564652,FBgn0037339,FBgn0037339,structure,138.41
chr3R,5669069,5669087,chr3R,5668334,5670334,FBgn0010772,FBgn0010772,structure,100.0
chr3R,5669069,5669087,chr3R,5668334,5670334,FBgn0010772,FBgn0010772,structure,100.0
chr3R,5669069,5669087,chr3R,5668334,5670334,FBgn0010772,FBgn0010772,structure,100.0
chr3R,5669069,5669087,chr3R,5668713,5670713,FBgn0037363,FBgn0037363,structure,100.0
chr3R,5669069,5669087,chr3R,5668713,5670713,FBgn0037363,FBgn0037363,structure,100.0
chr3R,5801922,5801959,chr3R,5801328,5803328,FBgn0263353,FBgn0263353,structure,144.86
chr3R,5801922,5801959,chr3R,5801328,5803328,FBgn0263353,FBgn0263353,structure,144.86
chr3R,5829338,5829368,chr3R,5829062,5831062,FBgn0037385,FBgn0037385,structure,163.89
chr3R,5966758,5966776,chr3R,5964806,5966806,FBgn0266230,FBgn0266230,structure,128.47
chr3R,5971022,5971041,chr3R,5969760,5971760,FBgn0284417,FBgn0284417,structure,145.35
chr3R,6695496,6695520,chr3R,6695271,6697271,FBgn0004781,FBgn0004781,structure,140.0
chr3R,6778734,6778763,chr3R,6777952,6779952,FBgn0263383,FBgn0263383,structure,112.28
chr3R,6863769,6863792,chr3R,6863324,6865324,FBgn0001077,FBgn0001077,structure,107.17
chr3R,6885796,6885817,chr3R,6884278,6886278,FBgn0266236,FBgn0266236,structure,136.43
chr3R,6896755,6896777,chr3R,6895128,6897128,FBgn0266237,FBgn0266237,structure,115.34
chr3R,7110378,7110406,chr3R,7109012,7111012,FBgn0267566,FBgn0267566,structure,118.57
chr3R,7124942,7124968,chr3R,7123185,7125185,FBgn0261238,FBgn0261238,structure,116.44
chr3R,7124942,7124968,chr3R,7123185,7125185,FBgn0261238,FBgn0261238,structure,116.44
chr3R,7124942,7124968,chr3R,7123185,7125185,FBgn0261238,FBgn0261238,structure,116.44
chr3R,7124942,7124968,chr3R,7123548,7125548,FBgn0037472,FBgn0037472,structure,116.44
chr3R,7301941,7301962,chr3R,7301233,7303233,FBgn0267337,FBgn0267337,structure,136.43
chr3R,7313042,7313067,chr3R,7311858,7313858,FBgn0265422,FBgn0265422,structure,125.0
chr3R,7319825,7319849,chr3R,7317988,7319988,FBgn0267944,FBgn0267944,structure,143.21
chr3R,7776483,7776504,chr3R,7774768,7776768,FBgn0267946,FBgn0267946,structure,112.14
chr3R,8114535,8114565,chr3R,8113003,8115003,FBgn0265419,FBgn0265419,structure,159.05
chr3R,8114535,8114565,chr3R,8113003,8115003,FBgn0265419,FBgn0265419,structure,159.05
chr3R,8201098,8201123,chr3R,8200480,8202480,FBgn0262995,FBgn0262995,structure,140.0
chr3R,8300592,8300611,chr3R,8299978,8301978,FBgn0037565,FBgn0037565,structure,131.42
chr3R,8300592,8300611,chr3R,8299743,8301743,FBgn0037565,FBgn0037565,structure,131.42
chr3R,8300592,8300611,chr3R,8299978,8301978,FBgn0037565,FBgn0037565,structure,131.42
chr3R,8300592,8300611,chr3R,8299978,8301978,FBgn0037565,FBgn0037565,structure,131.42
chr3R,8300592,8300611,chr3R,8300440,8302440,FBgn0037566,FBgn0037566,structure,131.42
chr3R,8413858,8413879,chr3R,8413185,8415185,FBgn0267801,FBgn0267801,structure,124.9
chr3R,8695596,8695620,chr3R,8693600,8695600,FBgn0001180,FBgn0001180,structure,121.25
chr3R,8813619,8813643,chr3R,8812579,8814579,FBgn0037635,FBgn0037635,structure,122.33
chr3R,9019764,9019785,chr3R,9019022,9021022,FBgn0264075,FBgn0264075,structure,136.19
chr3R,9019764,9019785,chr3R,9019022,9021022,FBgn0264075,FBgn0264075,structure,136.19
chr3R,9227046,9227070,chr3R,9225840,9227840,FBgn0003165,FBgn0003165,structure,115.83
chr3R,9327929,9327963,chr3R,9327511,9329511,FBgn0037676,FBgn0037676,structure,85.65
chr3R,9327929,9327963,chr3R,9327511,9329511,FBgn0037676,FBgn0037676,structure,85.65
chr3R,9502053,9502069,chr3R,9501581,9503581,FBgn0014380,FBgn0014380,structure,100.0
chr3R,9569938,9569967,chr3R,9569214,9571214,FBgn0037713,FBgn0037713,structure,112.28
chr3R,9569938,9569967,chr3R,9569214,9571214,FBgn0037713,FBgn0037713,structure,112.28
chr3R,9578795,9578816,chr3R,9577042,9579042,FBgn0037716,FBgn0037716,structure,112.14
chr3R,9578795,9578816,chr3R,9577042,9579042,FBgn0037716,FBgn0037716,structure,112.14
chr3R,9704706,9704727,chr3R,9704417,9706417,FBgn0051352,FBgn0051352,structure,130.18
chr3R,9704706,9704727,chr3R,9704417,9706417,FBgn0051352,FBgn0051352,structure,130.18
chr3R,9704706,9704727,chr3R,9704417,9706417,FBgn0051352,FBgn0051352,structure,130.18
chr3R,9704706,9704727,chr3R,9704417,9706417,FBgn0051352,FBgn0051352,structure,130.18
chr3R,10082870,10082893,chr3R,10082381,10084381,FBgn0266414,FBgn0266414,structure,130.22
chr3R,10289818,10289839,chr3R,10289636,10291636,FBgn0262617,FBgn0262617,structure,90.48
chr3R,10289818,10289839,chr3R,10289636,10291636,FBgn0262617,FBgn0262617,structure,90.48
chr3R,10289818,10289839,chr3R,10289636,10291636,FBgn0262617,FBgn0262617,structure,90.48
chr3R,10377299,10377323,chr3R,10377068,10379068,FBgn0020379,FBgn0020379,structure,126.67
chr3R,10377299,10377323,chr3R,10377068,10379068,FBgn0020379,FBgn0020379,structure,126.67
chr3R,10377299,10377323,chr3R,10377068,10379068,FBgn0020379,FBgn0020379,structure,126.67
chr3R,10377299,10377323,chr3R,10377068,10379068,FBgn0020379,FBgn0020379,structure,126.67
chr3R,10639049,10639083,chr3R,10638568,10640568,FBgn0001235,FBgn0001235,structure,92.35
chr3R,10639049,10639083,chr3R,10638279,10640279,FBgn0264788,FBgn0264788,structure,92.35
chr3R,10949858,10949884,chr3R,10949284,10951284,FBgn0037857,FBgn0037857,structure,122.69
chr3R,11244531,11244558,chr3R,11242999,11244999,FBgn0037890,FBgn0037890,structure,141.67
chr3R,11244531,11244558,chr3R,11242999,11244999,FBgn0037890,FBgn0037890,structure,141.67
chr3R,11244531,11244558,chr3R,11242999,11244999,FBgn0037890,FBgn0037890,structure,141.67
chr3R,11244531,11244558,chr3R,11243302,11245302,FBgn0037891,FBgn0037891,structure,141.67
chr3R,11308684,11308713,chr3R,11306886,11308886,FBgn0284418,FBgn0284418,structure,140.76
chr3R,11409021,11409040,chr3R,11408875,11410875,FBgn0264694,FBgn0264694,structure,118.16
chr3R,11452779,11452804,chr3R,11450791,11452791,FBgn0051374,FBgn0051374,structure,151.83
chr3R,11452779,11452804,chr3R,11450791,11452791,FBgn0051374,FBgn0051374,structure,151.83
chr3R,11486723,11486746,chr3R,11485788,11487788,FBgn0267141,FBgn0267141,structure,140.91
chr3R,11543853,11543882,chr3R,11541949,11543949,FBgn0053512,FBgn0053512,structure,105.78
chr3R,11553811,11553836,chr3R,11553145,11555145,FBgn0037910,FBgn0037910,structure,115.0
chr3R,11570146,11570165,chr3R,11568250,11570250,FBgn0263316,FBgn0263316,structure,78.95
chr3R,11592544,11592565,chr3R,11591244,11593244,FBgn0051363,FBgn0051363,structure,136.43
chr3R,11868601,11868628,chr3R,11868460,11870460,FBgn0037956,FBgn0037956,structure,129.96
chr3R,11868601,11868628,chr3R,11868460,11870460,FBgn0037956,FBgn0037956,structure,129.96
chr3R,12269652,12269680,chr3R,12267784,12269784,FBgn0264831,FBgn0264831,structure,126.79
chr3R,12277523,12277545,chr3R,12275604,12277604,FBgn0267678,FBgn0267678,structure,140.68
chr3R,12362267,12362290,chr3R,12361916,12363916,FBgn0065094,FBgn0065094,structure,107.17
chr3R,12504580,12504607,chr3R,12503977,12505977,FBgn0267866,FBgn0267866,structure,145.11
chr3R,12507863,12507890,chr3R,12507260,12509260,FBgn0267867,FBgn0267867,structure,145.11
chr3R,12647441,12647464,chr3R,12647058,12649058,FBgn0038071,FBgn0038071,structure,137.72
chr3R,13017645,13017673,chr3R,13016161,13018161,FBgn0020496,FBgn0020496,structure,156.9
chr3R,13057402,13057425,chr3R,13056755,13058755,FBgn0004666,FBgn0004666,structure,140.91
chr3R,13057402,13057425,chr3R,13056755,13058755,FBgn0004666,FBgn0004666,structure,140.91
chr3R,13395463,13395488,chr3R,13394197,13396197,FBgn0038147,FBgn0038147,structure,147.0
chr3R,13615041,13615062,chr3R,13614917,13616917,FBgn0038161,FBgn0038161,structure,124.9
chr3R,13631149,13631178,chr3R,13630379,13632379,FBgn0267154,FBgn0267154,structure,136.6
chr3R,13631149,13631178,chr3R,13630942,13632942,FBgn0038163,FBgn0038163,structure,136.6
chr3R,13631149,13631178,chr3R,13630942,13632942,FBgn0038163,FBgn0038163,structure,136.6
chr3R,14161010,14161035,chr3R,14159278,14161278,FBgn0051327,FBgn0051327,structure,137.33
chr3R,14377401,14377432,chr3R,14376344,14378344,FBgn0266248,FBgn0266248,structure,152.74
chr3R,14397009,14397027,chr3R,14395501,14397501,FBgn0262327,FBgn0262327,structure,88.89
chr3R,14419177,14419199,chr3R,14417593,14419593,FBgn0085417,FBgn0085417,structure,115.34
chr3R,14419177,14419199,chr3R,14417593,14419593,FBgn0085417,FBgn0085417,structure,115.34
chr3R,14557964,14557991,chr3R,14557304,14559304,FBgn0038237,FBgn0038237,structure,166.57
chr3R,14557964,14557991,chr3R,14557050,14559050,FBgn0038237,FBgn0038237,structure,166.57
chr3R,14597761,14597788,chr3R,14595798,14597798,FBgn0020299,FBgn0020299,structure,125.26
chr3R,14597761,14597788,chr3R,14597517,14599517,FBgn0267865,FBgn0267865,structure,125.26
chr3R,14820543,14820564,chr3R,14820151,14822151,FBgn0266756,FBgn0266756,structure,112.14
chr3R,14910959,14910982,chr3R,14910205,14912205,FBgn0267918,FBgn0267918,structure,112.77
chr3R,15472159,15472181,chr3R,15471648,15473648,FBgn0286736,FBgn0286736,structure,144.27
chr3R,15994279,15994299,chr3R,15993140,15995140,FBgn0003507,FBgn0003507,structure,115.0
chr3R,15994279,15994299,chr3R,15993140,15995140,FBgn0003507,FBgn0003507,structure,115.0
chr3R,16042551,16042578,chr3R,16042498,16044498,FBgn0038394,FBgn0038394,structure,125.26
chr3R,16155777,16155805,chr3R,16153982,16155982,FBgn0063649,FBgn0063649,structure,127.71
chr3R,16172204,16172227,chr3R,16170991,16172991,FBgn0038404,FBgn0038404,structure,124.87
chr3R,16172204,16172227,chr3R,16170991,16172991,FBgn0038404,FBgn0038404,structure,124.87
chr3R,16208378,16208400,chr3R,16207935,16209935,FBgn0267199,FBgn0267199,structure,132.73
chr3R,16208378,16208400,chr3R,16207673,16209673,FBgn0267200,FBgn0267200,structure,132.73
chr3R,16213322,16213355,chr3R,16212488,16214488,FBgn0267202,FBgn0267202,structure,137.27
chr3R,16213322,16213355,chr3R,16213278,16215278,FBgn0267201,FBgn0267201,structure,137.27
chr3R,16427736,16427758,chr3R,16427304,16429304,FBgn0267191,FBgn0267191,structure,151.44
chr3R,16801044,16801068,chr3R,16799600,16801600,FBgn0267314,FBgn0267314,structure,110.42
chr3R,16801044,16801068,chr3R,16800299,16802299,FBgn0267315,FBgn0267315,structure,110.42
chr3R,16849467,16849495,chr3R,16847714,16849714,FBgn0264857,FBgn0264857,structure,132.29
chr3R,16849467,16849495,chr3R,16847669,16849669,FBgn0264857,FBgn0264857,structure,132.29
chr3R,16849467,16849495,chr3R,16849004,16851004,FBgn0020546,FBgn0020546,structure,132.29
chr3R,16849467,16849495,chr3R,16849004,16851004,FBgn0020546,FBgn0020546,structure,132.29
chr3R,16849467,16849495,chr3R,16849238,16851238,FBgn0020546,FBgn0020546,structure,132.29
chr3R,16849467,16849495,chr3R,16849238,16851238,FBgn0020546,FBgn0020546,structure,132.29
chr3R,16850777,16850803,chr3R,16849004,16851004,FBgn0020546,FBgn0020546,structure,121.54
chr3R,16850777,16850803,chr3R,16849004,16851004,FBgn0020546,FBgn0020546,structure,121.54
chr3R,16850777,16850803,chr3R,16849238,16851238,FBgn0020546,FBgn0020546,structure,121.54
chr3R,16850777,16850803,chr3R,16849238,16851238,FBgn0020546,FBgn0020546,structure,121.54
chr3R,16892265,16892286,chr3R,16890963,16892963,FBgn0264857,FBgn0264857,structure,112.14
chr3R,16892265,16892286,chr3R,16891098,16893098,FBgn0264857,FBgn0264857,structure,112.14
chr3R,16892265,16892286,chr3R,16891410,16893410,FBgn0263595,FBgn0263595,structure,112.14
chr3R,17142007,17142029,chr3R,17141404,17143404,FBgn0038487,FBgn0038487,structure,140.68
chr3R,17345701,17345723,chr3R,17345333,17347333,FBgn0038498,FBgn0038498,structure,126.93
chr3R,17380368,17380385,chr3R,17378944,17380944,FBgn0262871,FBgn0262871,structure,100.0
chr3R,17380368,17380385,chr3R,17378944,17380944,FBgn0262871,FBgn0262871,structure,100.0
chr3R,17386392,17386422,chr3R,17384891,17386891,FBgn0262871,FBgn0262871,structure,163.12
chr3R,17386392,17386422,chr3R,17384891,17386891,FBgn0262871,FBgn0262871,structure,163.12
chr3R,17518608,17518624,chr3R,17518084,17520084,FBgn0265449,FBgn0265449,structure,93.75
chr3R,17535625,17535650,chr3R,17533815,17535815,FBgn0038516,FBgn0038516,structure,135.0
chr3R,17535625,17535650,chr3R,17533934,17535934,FBgn0038516,FBgn0038516,structure,135.0
chr3R,17535625,17535650,chr3R,17534685,17536685,FBgn0038516,FBgn0038516,structure,135.0
chr3R,17535625,17535650,chr3R,17534687,17536687,FBgn0038516,FBgn0038516,structure,135.0
chr3R,17631826,17631847,chr3R,17630114,17632114,FBgn0051569,FBgn0051569,structure,80.95
chr3R,17631826,17631847,chr3R,17630679,17632679,FBgn0051573,FBgn0051573,structure,80.95
chr3R,17681879,17681899,chr3R,17681515,17683515,FBgn0038535,FBgn0038535,structure,127.5
chr3R,17681879,17681899,chr3R,17681515,17683515,FBgn0038535,FBgn0038535,structure,127.5
chr3R,17681879,17681899,chr3R,17681515,17683515,FBgn0038535,FBgn0038535,structure,127.5
chr3R,17681879,17681899,chr3R,17681243,17683243,FBgn0038535,FBgn0038535,structure,127.5
chr3R,17681879,17681899,chr3R,17681515,17683515,FBgn0038535,FBgn0038535,structure,127.5
chr3R,17681879,17681899,chr3R,17681669,17683669,FBgn0038536,FBgn0038536,structure,127.5
chr3R,17738124,17738145,chr3R,17737949,17739949,FBgn0038541,FBgn0038541,structure,118.15
chr3R,17759309,17759331,chr3R,17757978,17759978,FBgn0038542,FBgn0038542,structure,109.55
chr3R,18048381,18048398,chr3R,18048366,18050366,FBgn0010389,FBgn0010389,structure,94.12
chr3R,18048381,18048398,chr3R,18048366,18050366,FBgn0010389,FBgn0010389,structure,94.12
chr3R,18165883,18165909,chr3R,18165498,18167498,FBgn0038570,FBgn0038570,structure,142.97
chr3R,18183098,18183121,chr3R,18182479,18184479,FBgn0261532,FBgn0261532,structure,142.9
chr3R,18183098,18183121,chr3R,18182479,18184479,FBgn0261532,FBgn0261532,structure,142.9
chr3R,18328608,18328642,chr3R,18327942,18329942,FBgn0286852,FBgn0286852,structure,146.76
chr3R,18328608,18328642,chr3R,18327942,18329942,FBgn0286852,FBgn0286852,structure,146.76
chr3R,18438538,18438568,chr3R,18437771,18439771,FBgn0004652,FBgn0004652,structure,117.92
chr3R,18696148,18696174,chr3R,18694252,18696252,FBgn0085311,FBgn0085311,structure,117.85
chr3R,18696148,18696174,chr3R,18694252,18696252,FBgn0085311,FBgn0085311,structure,117.85
chr3R,18705313,18705337,chr3R,18704501,18706501,FBgn0270928,FBgn0270928,structure,117.17
chr3R,18705313,18705337,chr3R,18704501,18706501,FBgn0000303,FBgn0000303,structure,117.17
chr3R,18705313,18705337,chr3R,18704501,18706501,FBgn0000303,FBgn0000303,structure,117.17
chr3R,18727916,18727940,chr3R,18727468,18729468,FBgn0038646,FBgn0038646,structure,137.83
chr3R,18743044,18743074,chr3R,18742594,18744594,FBgn0024329,FBgn0024329,structure,159.17
chr3R,18793684,18793700,chr3R,18792833,18794833,FBgn0038652,FBgn0038652,structure,93.75
chr3R,18852706,18852729,chr3R,18850798,18852798,FBgn0051226,FBgn0051226,structure,129.57
chr3R,18852706,18852729,chr3R,18850798,18852798,FBgn0051226,FBgn0051226,structure,129.57
chr3R,19147544,19147568,chr3R,19146910,19148910,FBgn0261285,FBgn0261285,structure,143.0
chr3R,19147544,19147568,chr3R,19146910,19148910,FBgn0261285,FBgn0261285,structure,143.0
chr3R,19147544,19147568,chr3R,19146910,19148910,FBgn0261285,FBgn0261285,structure,143.0
chr3R,19154558,19154585,chr3R,19152686,19154686,FBgn0038682,FBgn0038682,structure,148.98
chr3R,19176459,19176488,chr3R,19176000,19178000,FBgn0038685,FBgn0038685,structure,145.63
chr3R,19598303,19598326,chr3R,19597955,19599955,FBgn0038714,FBgn0038714,structure,119.52
chr3R,19642244,19642281,chr3R,19641722,19643722,FBgn0038721,FBgn0038721,structure,156.54
chr3R,19642244,19642281,chr3R,19641722,19643722,FBgn0038721,FBgn0038721,structure,156.54
chr3R,19716641,19716669,chr3R,19714927,19716927,FBgn0085315,FBgn0085315,structure,126.07
chr3R,19716641,19716669,chr3R,19714927,19716927,FBgn0085315,FBgn0085315,structure,126.07
chr3R,19730357,19730382,chr3R,19729715,19731715,FBgn0024963,FBgn0024963,structure,125.0
chr3R,19730357,19730382,chr3R,19729715,19731715,FBgn0024963,FBgn0024963,structure,125.0
chr3R,19730357,19730382,chr3R,19729715,19731715,FBgn0024963,FBgn0024963,structure,125.0
chr3R,19730357,19730382,chr3R,19729715,19731715,FBgn0024963,FBgn0024963,structure,125.0
chr3R,19730357,19730382,chr3R,19729715,19731715,FBgn0024963,FBgn0024963,structure,125.0
chr3R,19730357,19730382,chr3R,19729715,19731715,FBgn0024963,FBgn0024963,structure,125.0
chr3R,19730357,19730382,chr3R,19729715,19731715,FBgn0024963,FBgn0024963,structure,125.0
chr3R,19730357,19730382,chr3R,19729715,19731715,FBgn0024963,FBgn0024963,structure,125.0
chr3R,19730357,19730382,chr3R,19729715,19731715,FBgn0024963,FBgn0024963,structure,125.0
chr3R,19730357,19730382,chr3R,19729715,19731715,FBgn0024963,FBgn0024963,structure,125.0
chr3R,19730357,19730382,chr3R,19729715,19731715,FBgn0024963,FBgn0024963,structure,125.0
chr3R,19802220,19802239,chr3R,19801690,19803690,FBgn0051471,FBgn0051471,structure,118.16
chr3R,19910154,19910178,chr3R,19909593,19911593,FBgn0038747,FBgn0038747,structure,117.17
chr3R,19910154,19910178,chr3R,19909318,19911318,FBgn0266408,FBgn0266408,structure,117.17
chr3R,19910154,19910178,chr3R,19909318,19911318,FBgn0266408,FBgn0266408,structure,117.17
chr3R,20324823,20324849,chr3R,20324529,20326529,FBgn0267450,FBgn0267450,structure,117.85
chr3R,20408873,20408894,chr3R,20407265,20409265,FBgn0038796,FBgn0038796,structure,124.17
chr3R,20448925,20448949,chr3R,20448687,20450687,FBgn0262869,FBgn0262869,structure,143.21
chr3R,20448925,20448949,chr3R,20448687,20450687,FBgn0262869,FBgn0262869,structure,143.21
chr3R,20448925,20448949,chr3R,20448687,20450687,FBgn0262869,FBgn0262869,structure,143.21
chr3R,20512553,20512576,chr3R,20511468,20513468,FBgn0038799,FBgn0038799,structure,132.54
chr3R,20556851,20556874,chr3R,20556667,20558667,FBgn0067783,FBgn0067783,structure,140.76
chr3R,20556851,20556874,chr3R,20556667,20558667,FBgn0067783,FBgn0067783,structure,140.76
chr3R,20556851,20556874,chr3R,20556654,20558654,FBgn0067783,FBgn0067783,structure,140.76
chr3R,20556851,20556874,chr3R,20556667,20558667,FBgn0067783,FBgn0067783,structure,140.76
chr3R,20556851,20556874,chr3R,20556667,20558667,FBgn0067783,FBgn0067783,structure,140.76
chr3R,20560971,20560996,chr3R,20559280,20561280,FBgn0040575,FBgn0040575,structure,142.17
chr3R,20560971,20560996,chr3R,20559111,20561111,FBgn0040575,FBgn0040575,structure,142.17
chr3R,20560971,20560996,chr3R,20559865,20561865,FBgn0038803,FBgn0038803,structure,142.17
chr3R,20560971,20560996,chr3R,20559865,20561865,FBgn0038803,FBgn0038803,structure,142.17
chr3R,20560971,20560996,chr3R,20559865,20561865,FBgn0038803,FBgn0038803,structure,142.17
chr3R,20560971,20560996,chr3R,20559865,20561865,FBgn0038803,FBgn0038803,structure,142.17
chr3R,20560971,20560996,chr3R,20560147,20562147,FBgn0038803,FBgn0038803,structure,142.17
chr3R,21464872,21464897,chr3R,21464701,21466701,FBgn0263407,FBgn0263407,structure,118.75
chr3R,21729086,21729117,chr3R,21728895,21730895,FBgn0262542,FBgn0262542,structure,157.02
chr3R,21821662,21821681,chr3R,21821674,21823674,FBgn0013759,FBgn0013759,structure,137.7
chr3R,21821662,21821681,chr3R,21821674,21823674,FBgn0013759,FBgn0013759,structure,137.7
chr3R,21821662,21821681,chr3R,21821674,21823674,FBgn0013759,FBgn0013759,structure,137.7
chr3R,22031940,22031968,chr3R,22030900,22032900,FBgn0038926,FBgn0038926,structure,139.29
chr3R,22314006,22314026,chr3R,22313543,22315543,FBgn0267994,FBgn0267994,structure,121.25
chr3R,22528176,22528202,chr3R,22527663,22529663,FBgn0038981,FBgn0038981,structure,137.23
chr3R,22532591,22532615,chr3R,22530922,22532922,FBgn0053093,FBgn0053093,structure,130.0
chr3R,22755388,22755416,chr3R,22753615,22755615,FBgn0039026,FBgn0039026,structure,139.29
chr3R,22963671,22963695,chr3R,22963630,22965630,FBgn0263664,FBgn0263664,structure,135.0
chr3R,23026792,23026813,chr3R,23025713,23027713,FBgn0039039,FBgn0039039,structure,152.14
chr3R,23183069,23183096,chr3R,23181268,23183268,FBgn0265042,FBgn0265042,structure,149.52
chr3R,23183069,23183096,chr3R,23181920,23183920,FBgn0265042,FBgn0265042,structure,149.52
chr3R,23227482,23227497,chr3R,23225711,23227711,FBgn0262975,FBgn0262975,structure,100.0
chr3R,23227482,23227497,chr3R,23225711,23227711,FBgn0262975,FBgn0262975,structure,100.0
chr3R,23227482,23227497,chr3R,23225711,23227711,FBgn0262975,FBgn0262975,structure,100.0
chr3R,23239871,23239898,chr3R,23239052,23241052,FBgn0039064,FBgn0039064,structure,141.67
chr3R,23481221,23481246,chr3R,23480865,23482865,FBgn0051225,FBgn0051225,structure,137.33
chr3R,23963938,23963966,chr3R,23962180,23964180,FBgn0051140,FBgn0051140,structure,143.69
chr3R,23963938,23963966,chr3R,23962180,23964180,FBgn0051140,FBgn0051140,structure,143.69
chr3R,23963938,23963966,chr3R,23962180,23964180,FBgn0051140,FBgn0051140,structure,143.69
chr3R,23963938,23963966,chr3R,23962180,23964180,FBgn0051140,FBgn0051140,structure,143.69
chr3R,23963938,23963966,chr3R,23962180,23964180,FBgn0051140,FBgn0051140,structure,143.69
chr3R,23963938,23963966,chr3R,23962180,23964180,FBgn0051140,FBgn0051140,structure,143.69
chr3R,23963938,23963966,chr3R,23962180,23964180,FBgn0051140,FBgn0051140,structure,143.69
chr3R,23983859,23983884,chr3R,23982496,23984496,FBgn0283548,FBgn0283548,structure,151.83
chr3R,23983859,23983884,chr3R,23982503,23984503,FBgn0051451,FBgn0051451,structure,151.83
chr3R,23983859,23983884,chr3R,23982503,23984503,FBgn0051451,FBgn0051451,structure,151.83
chr3R,24119419,24119448,chr3R,24117540,24119540,FBgn0039152,FBgn0039152,structure,116.72
chr3R,24161150,24161176,chr3R,24160289,24162289,FBgn0039157,FBgn0039157,structure,127.54
chr3R,24161150,24161176,chr3R,24160289,24162289,FBgn0039157,FBgn0039157,structure,127.54
chr3R,24161150,24161176,chr3R,24160289,24162289,FBgn0039157,FBgn0039157,structure,127.54
chr3R,24161150,24161176,chr3R,24160289,24162289,FBgn0039157,FBgn0039157,structure,127.54
chr3R,24161150,24161176,chr3R,24160498,24162498,FBgn0039157,FBgn0039157,structure,127.54
chr3R,24161150,24161176,chr3R,24160498,24162498,FBgn0039157,FBgn0039157,structure,127.54
chr3R,24161150,24161176,chr3R,24160727,24162727,FBgn0039158,FBgn0039158,structure,127.54
chr3R,24438865,24438890,chr3R,24438867,24440867,FBgn0263409,FBgn0263409,structure,118.75
